From	To
A0A2E3BBL6	A0A2E3BBL6_9GAMM
A0A1I6GI72	A0A1I6GI72_9ALTE
A0A1E7W5I9	A0A1E7W5I9_9BURK
A0A2D6S0G8	A0A2D6S0G8_9BACT
A0A2D9QU79	A0A2D9QU79_9BACT
A0A0Q4XM52	A0A0Q4XM52_9RHIZ
Q5N7P9	Q5N7P9_ORYSJ
A0A0E0JMK0	A0A0E0JMK0_ORYPU
J3M9J0	J3M9J0_ORYBR
A0A286RCL4	A0A286RCL4_9PLAN
B1NGX3	B1NGX3_9MONI
A0A1W9S695	A0A1W9S695_9BACT
A0A0Q4ZGU7	A0A0Q4ZGU7_9RHIZ
A0A0W0RY76	OBSOLETE
A0A2E2Z257	OBSOLETE
A0A2G3MFL2	A0A2G3MFL2_9BURK
A0A2D8QR44	A0A2D8QR44_9GAMM
A0A1Y1QCH1	A0A1Y1QCH1_9GAMM
B1NGX7	B1NGX7_9MONI
B1NGX2	B1NGX2_DIPDI
A0A0W0ZFH7	A0A0W0ZFH7_9GAMM
A0A1Q3UIB4	A0A1Q3UIB4_9GAMM
A0A1F3VGW6	A0A1F3VGW6_9PROT
A0A2N2CWD3	A0A2N2CWD3_9FIRM
A0A225NMW2	A0A225NMW2_9RHOB
A0A0C1JK47	A0A0C1JK47_9BACT
A0A0S8IDZ8	A0A0S8IDZ8_9DELT
A0A1V5ARG9	A0A1V5ARG9_9EURY
A0A172YKK8	A0A172YKK8_9GAMM
A0A0G4K127	A0A0G4K127_9GAMM
A0A101D5B3	A0A101D5B3_9GAMM
M4VT23	M4VT23_9PROT
A0A0C1K019	A0A0C1K019_9BACT
A0A1M6LCQ3	A0A1M6LCQ3_9CLOT
A0A1I4NNX4	A0A1I4NNX4_9ALTE
B1NGW2	B1NGW2_9MONI
A0A2D5ZK39	A0A2D5ZK39_9BACT
A0A219BA94	A0A219BA94_9SPHN
F6JSQ9	F6JSQ9_9MARC
A1E943	A1E943_9CHLO
A0A2E0Y602	A0A2E0Y602_9GAMM
A0A223P858	A0A223P858_9BURK
A0A1I0VMU4	A0A1I0VMU4_9BACI
A0A1L9QFL0	A0A1L9QFL0_9PROT
H5XYQ7	H5XYQ7_9FIRM
A0A2E1IXZ4	A0A2E1IXZ4_9BACT
A0A1Q6QRC8	A0A1Q6QRC8_9FIRM
A0A0H2X1N0	A0A0H2X1N0_CHLTA
G4NN56	G4NN56_CHLT4
A0A235CDI0	A0A235CDI0_9GAMM
A0A2A5YRS1	A0A2A5YRS1_9SPHN
A0A0E9CZX7	A0A0E9CZX7_CHLTH
O84676	O84676_CHLTR
G3JI77	G3JI77_CORMM
A0A1H9X009	A0A1H9X009_9PSEU
J3CIM3	J3CIM3_9BURK
A0A1B6AQW0	A0A1B6AQW0_9ACTN
A0A1M7HFJ9	A0A1M7HFJ9_9GAMM
A0A1S1WWA6	A0A1S1WWA6_9NEIS
A0A059ZWG0	A0A059ZWG0_ACICK
B1NGP1	B1NGP1_9MONI
A0A2H0M049	A0A2H0M049_9BACT
W1N6J8	W1N6J8_9GAMM
B1NGM6	B1NGM6_9MONI
A0A1Y2L964	A0A1Y2L964_9PROT
Q7NUR9	Q7NUR9_CHRVO
A0A1B2GIM4	A0A1B2GIM4_STRNR
B1NGP7	B1NGP7_9MONI
A0A0K1HNZ8	A0A0K1HNZ8_9EUKA
A0A0T9KA00	A0A0T9KA00_9GAMM
A0A0K1HPR0	A0A0K1HPR0_9EUKA
B1NGB6	B1NGB6_9MONI
B1NGW3	B1NGW3_9MONI
R4I612	R4I612_9BRYO
A0A2N8KRD5	A0A2N8KRD5_9BURK
A0A2K2HCT7	A0A2K2HCT7_9DELT
B1NGM9	B1NGM9_9MONI
A0A1V2MA12	A0A1V2MA12_9FIRM
A0A255Z5G9	A0A255Z5G9_9PROT
C3JBF3	C3JBF3_POREA
A0A0X1T546	A0A0X1T546_PSEAA
A0A1X0YEL3	A0A1X0YEL3_9DELT
A0A0W0TIC7	A0A0W0TIC7_9GAMM
A0A0U9HN59	A0A0U9HN59_9BACT
A0A2G6MSR6	A0A2G6MSR6_9DELT
A0A0M4RSI4	A0A0M4RSI4_9MICC
A0A0H3MG55	A0A0H3MG55_CHLT2
B1NGG3	B1NGG3_9MONI
B1NGK8	B1NGK8_9MONI
G2GYW9	G2GYW9_9ENTR
A0A1B0YCZ5	A0A1B0YCZ5_9MONI
A0A0K1HRL4	A0A0K1HRL4_9EUKA
K1M0Z0	K1M0Z0_9BACT
A0A0K1HRS8	A0A0K1HRS8_9EUKA
A0A177W5D5	A0A177W5D5_9GAMM
B1NGR8	B1NGR8_9MONI
B1NGF6	B1NGF6_ARAAI
B1NGF7	B1NGF7_9MONI
B1NGK4	B1NGK4_9MONI
B1NGB9	B1NGB9_9MONI
A0A0S8DXS2	A0A0S8DXS2_9GAMM
B1NGS3	B1NGS3_9MONI
G2FBG0	G2FBG0_9GAMM
B1NGS1	B1NGS1_9MONI
A0A2N1YAT9	A0A2N1YAT9_9GAMM
A0A0A9YNE5	A0A0A9YNE5_LYGHE
A0A1Y5RA86	A0A1Y5RA86_9RHOB
A0A1M7T268	A0A1M7T268_9ACTN
C1DEJ8	C1DEJ8_AZOVD
M9YMB3	M9YMB3_AZOVI
A6PY07	A6PY07_9STRE
A0A069E5E9	A0A069E5E9_9RHOB
U1WKU5	U1WKU5_ANEAE
U9VSA7	U9VSA7_9CYAN
K2FN93	K2FN93_9BACT
A0A1G9ACM4	A0A1G9ACM4_9PSED
H2CB33	H2CB33_9LEPT
A0A2N1T1U8	A0A2N1T1U8_9SPIR
A0A2G6I3K6	A0A2G6I3K6_9SPIR
A0A0E9CPP2	A0A0E9CPP2_CHLTH
T0LDS9	T0LDS9_COLGC
B1NGL1	B1NGL1_9MONI
A0A127FE10	A0A127FE10_9GAMM
A0A2E1YXA4	A0A2E1YXA4_SPHSX
A0A1V5SBX7	A0A1V5SBX7_9BACT
A1E8Z3	A1E8Z3_9CHLO
A0A0S8DBQ6	A0A0S8DBQ6_9BACT
A0A0A1VJN6	A0A0A1VJN6_9BURK
A0A076MKF2	A0A076MKF2_PECCC
A0A1I4E398	A0A1I4E398_9PROT
A0A2G1CGW5	A0A2G1CGW5_9RHOB
S6GHN5	S6GHN5_9GAMM
A0A0G4AW05	A0A0G4AW05_9BACT
A0A1F7Q2W0	A0A1F7Q2W0_9BACT
A0A2A2EB75	A0A2A2EB75_9PSED
A0A0F8YI72	A0A0F8YI72_9ZZZZ
A0A1H2F656	A0A1H2F656_9RHOB
A0A1N6V3T9	A0A1N6V3T9_9GAMM
A0A174BPA2	A0A174BPA2_9FIRM
B1NGN7	B1NGN7_ONOSE
A0A0S8D8I8	A0A0S8D8I8_9PROT
A0A1Y5FEY1	A0A1Y5FEY1_9PROT
A0A2A7VQ99	A0A2A7VQ99_YERPU
A0A271IXF8	A0A271IXF8_9BACT
A0A222WFK1	A0A222WFK1_XANCI
A0A0U1QYA5	A0A0U1QYA5_YERP3
A0A0E1NUK7	OBSOLETE
A0A0M1VBV6	A0A0M1VBV6_YERPE
A0A0U1ETV4	A0A0U1ETV4_YERIN
A0A208S6I7	OBSOLETE
Q0WK40	Q0WK40_YERPE
Q66FL3	Q66FL3_YERPS
Q7CKS1	Q0WK40_YERPE
A0A149VHH9	A0A149VHH9_9PROT
A0A1I9XU09	A0A1I9XU09_9BURK
D4HM09	D4HM09_9PHAE
A0A0H2W0M2	A0A0H2W0M2_YERPE
A0A1G1W6D9	A0A1G1W6D9_9BACT
A0A0H3B7Z3	A0A0H3B7Z3_YERPY
A0A2E6QLT6	A0A2E6QLT6_9PROT
A0A0H2YE04	A0A0H2YE04_YERPA
A0A0H2YKY4	A0A0H2YKY4_YERPN
A0A1U9ZAM5	A0A1U9ZAM5_9MONI
A0A1I1F9N7	A0A1I1F9N7_9GAMM
A0A1S4AKZ6	A0A1S4AKZ6_TOBAC
K9SLP9	K9SLP9_9CYAN
B2A346	B2A346_NATTJ
A0A1G1AHF1	A0A1G1AHF1_9BACT
A0A149TBE9	A0A149TBE9_9PROT
A0A1H2STU5	A0A1H2STU5_THIRO
A0A2G9ZCC9	A0A2G9ZCC9_9BACT
A0A0Q5WB17	A0A0Q5WB17_9ACTN
F9UID7	F9UID7_9GAMM
A0A1G2X7Q8	A0A1G2X7Q8_9BACT
A0A101VPY8	A0A101VPY8_9PROT
A0A285EGA2	A0A285EGA2_9ACTN
A7TVV8	A7TVV8_9MONI
A0A2A4YQR6	A0A2A4YQR6_9PROT
A0A2M9LLX9	A0A2M9LLX9_9ACTN
G4E1T9	G4E1T9_9GAMM
A0A0Q6VNT8	A0A0Q6VNT8_9BURK
A0A1I7KZQ9	A0A1I7KZQ9_9BURK
A0A2D8NG56	OBSOLETE
A0A2E0AZQ1	A0A2E0AZQ1_9PLAN
A0A0G1XRF7	A0A0G1XRF7_9BACT
A0A0G1ZFY9	A0A0G1ZFY9_9BACT
A0A2E0WNJ6	A0A2E0WNJ6_9GAMM
A0A2N0VCZ8	A0A2N0VCZ8_9GAMM
A0A255I6E6	OBSOLETE
L0REY8	L0REY8_9DELT
E8TSW1	E8TSW1_ALIDB
F4G634	F4G634_ALIDK
D4HM15	D4HM15_9PHAE
A0A0J7J9T6	A0A0J7J9T6_9ALTE
A0A1N6W3L8	A0A1N6W3L8_9BURK
A0A2N2EIE2	A0A2N2EIE2_9FIRM
C6BWK7	C6BWK7_DESAD
B1NGD0	B1NGD0_9MONI
R4I5F8	R4I5F8_9BRYO
H2BPB6	H2BPB6_DEPPE
A0A177M366	A0A177M366_METMH
I0HPT4	I0HPT4_RUBGI
A0A126T7X2	A0A126T7X2_9GAMM
A0A177MEH0	A0A177MEH0_METMH
A0A2G3KQI7	A0A2G3KQI7_9BURK
A0A2H9S3E9	A0A2H9S3E9_9BURK
A0A0Q7FF94	A0A0Q7FF94_9BURK
A0A1A7C8D3	A0A1A7C8D3_9BURK
F3LSQ2	F3LSQ2_9BURK
A0A1F4ZWM3	A0A1F4ZWM3_9BACT
A0A0C1UTI3	A0A0C1UTI3_9CYAN
B1NGE8	B1NGE8_9MONI
B1NGT3	B1NGT3_9MONI
A0A255HSL5	A0A255HSL5_9BURK
B1NGB0	B1NGB0_9MONI
A0A1R1LRF3	A0A1R1LRF3_9GAMM
B1NGC7	B1NGC7_9MONI
A0A1V4ZYL4	A0A1V4ZYL4_9EURY
A0A0A1DG59	A0A0A1DG59_NOCSI
C6XAS5	C6XAS5_METGS
A0A1A9BZP3	A0A1A9BZP3_9ACTN
B5YI52	B5YI52_THEYD
A0A2M7XXJ7	A0A2M7XXJ7_9BACT
A0A1T2AY15	A0A1T2AY15_9RHOB
W0H3G3	W0H3G3_PSECI
A0A1I7A1C0	A0A1I7A1C0_9ACTN
A0A1S6IC91	OBSOLETE
A0A254UKX9	A0A254UKX9_9RHOB
B1NGW7	B1NGW7_DEPPE
H2BPE2	H2BPE2_WOOUN
D6MQY4	D6MQY4_9PHAE
D6MQY6	D6MQY6_9PHAE
A0A258R123	A0A258R123_9BURK
A0A177LWE9	A0A177LWE9_METMH
A7TVW1	A7TVW1_9MONI
A0A2H0CU96	A0A2H0CU96_9BACT
A0A0M6WQ97	A0A0M6WQ97_9FIRM
R5V4K3	R5V4K3_9FIRM
B1NGP2	B1NGP2_9MONI
A0A1Q3W3Y0	A0A1Q3W3Y0_9BRAD
R7A6Z6	R7A6Z6_9CLOT
B1NGT1	B1NGT1_9MONI
B1NGD4	B1NGD4_9MONI
A0A1S1NUY8	A0A1S1NUY8_9GAMM
A0A0A2DYM5	A0A0A2DYM5_9PORP
B1NGT2	B1NGT2_9MONI
A0A1T5JHK1	A0A1T5JHK1_9BACT
B1NGF9	B1NGF9_9MONI
B1NGS7	B1NGS7_9MONI
B1NGS9	B1NGS9_9MONI
A7TVY4	A7TVY4_9MONI
A0A2G2G3E8	A0A2G2G3E8_9RHOB
A0A255Q628	A0A255Q628_9BURK
B1NGA5	B1NGA5_9MONI
B1NGK3	B1NGK3_9MONI
H2BPC5	H2BPC5_9MONI
B1NGA2	B1NGA2_9MONI
B0TPI1	B0TPI1_SHEHH
B1NGS8	B1NGS8_9MONI
A0A1B0YQN6	A0A1B0YQN6_9MONI
A0A024QD38	A0A024QD38_9BACI
B1NGA4	B1NGA4_9MONI
A0A258GH83	A0A258GH83_9BACT
A0A2G1VIV3	A0A2G1VIV3_9ALTE
B1NGB7	B1NGB7_9MONI
B1NGB1	B1NGB1_9MONI
B1NGN6	B1NGN6_9MONI
B1NGD6	B1NGD6_9MONI
H2BPB2	H2BPB2_BLESP
A0A0A7HC69	A0A0A7HC69_9MONI
A0A132A1B6	A0A132A1B6_SARSC
B1NGD1	B1NGD1_BLESP
B1NGW1	B1NGW1_9MONI
B1NGC0	B1NGC0_9MONI
B1NGC6	B1NGC6_ASPTR
B1NGG1	B1NGG1_9MONI
B1NGK2	B1NGK2_9MONI
Q9HFT0	Q9HFT0_COCPO
A0A0P0RAT8	A0A0P0RAT8_9BURK
B1NGG2	B1NGG2_9MONI
B1NGB5	B1NGB5_9MONI
A0A2M8WYL5	A0A2M8WYL5_9BURK
A0A1Q8TCD8	A0A1Q8TCD8_9GAMM
A0A127PCN3	A0A127PCN3_9BURK
B1NGH1	B1NGH1_9MONI
B1NGC1	B1NGC1_9MONI
B1NGD5	B1NGD5_9MONI
B1NGT4	B1NGT4_9MONI
B1NGK5	B1NGK5_9MONI
A0A1A8XKN0	A0A1A8XKN0_9PROT
A0A1S2SW70	A0A1S2SW70_9GAMM
A0A1W9XQX0	A0A1W9XQX0_9RHOB
A0A1B1EJC3	A0A1B1EJC3_VIBNA
B1NGK6	B1NGK6_9MONI
B1NGK7	B1NGK7_9MONI
B1NGR7	B1NGR7_9MONI
H2BPD4	H2BPD4_9MONI
H2IN61	OBSOLETE
H2BPD2	H2BPD2_9MONI
A0A117L497	A0A117L497_9THEM
H2BPC3	H2BPC3_9MONI
A0A1T2BIJ8	A0A1T2BIJ8_9RHOB
H2BPE0	H2BPE0_9MONI
H2BPB0	H2BPB0_9MONI
B1NGG0	B1NGG0_9MONI
A0A1T2A1M2	A0A1T2A1M2_9RHOB
B1NGG6	B1NGG6_9MONI
H2BPD9	H2BPD9_9MONI
H8GIS6	H8GIS6_METAL
B1NGW5	B1NGW5_9MONI
H2BPD7	H2BPD7_9MONI
H2BPB1	H2BPB1_9MONI
A0A1W5XYQ4	A0A1W5XYQ4_9ACTN
G8B2L4	G8B2L4_9LACT
A0A1T5BPA7	A0A1T5BPA7_9BACT
B1NGW8	B1NGW8_9MONI
A0A259NHE5	A0A259NHE5_9ALTE
B1NGA0	B1NGA0_9MONI
H2BPB8	H2BPB8_9MONI
B1NGP4	B1NGP4_9MONI
A0A076MFC6	A0A076MFC6_PECAT
T1WGU0	T1WGU0_9ASTR
A1E907	A1E907_GEMMI
A0A239BKQ4	A0A239BKQ4_9PSED
T0R2K1	T0R2K1_9PROT
A0A1H8SGX3	A0A1H8SGX3_9ACTN
A0A1S9BV38	A0A1S9BV38_9FIRM
K0NLY5	K0NLY5_DESTT
A7HCH2	A7HCH2_ANADF
A0A2N2JZW9	A0A2N2JZW9_9DELT
W3AQ57	W3AQ57_9FIRM
A0A287NAY3	A0A287NAY3_HORVV
A0A1C2BU78	A0A1C2BU78_9PORP
A7TVU9	A7TVU9_9MONI
A0A0F7JU49	A0A0F7JU49_9GAMM
A0A0M7D7X0	A0A0M7D7X0_ALCXX
B1NGS5	B1NGS5_9MONI
A0A076MNY7	A0A076MNY7_PECCC
A0A238DHQ4	A0A238DHQ4_9BURK
A0A076MEJ8	A0A076MEJ8_PECCC
A0A076MFB4	A0A076MFB4_PECCA
A0A2N6DNZ1	A0A2N6DNZ1_9DELT
A0A1S1T6I7	A0A1S1T6I7_9RHIZ
B1NGT0	B1NGT0_9MONI
D0CPF5	D0CPF5_RUELI
A0A2G6FCJ0	A0A2G6FCJ0_9DELT
A0A2G6N0Y4	A0A2G6N0Y4_9DELT
B1NGV2	B1NGV2_9MONI
A0A0E3W396	A0A0E3W396_9FIRM
A0A1J6Y4U6	A0A1J6Y4U6_SALHO
F9VKR5	F9VKR5_ARTSS
H2BPC6	H2BPC6_MATST
A0A0Q5CCU4	A0A0Q5CCU4_9MICO
A0A1M7IHH2	A0A1M7IHH2_9RHOB
A0A246SKJ1	A0A246SKJ1_9RHIZ
A0A285VTS3	A0A285VTS3_9GAMM
A0A089G3W2	OBSOLETE
A0A0V2E7P4	OBSOLETE
A0A1X2TJ24	OBSOLETE
A0A221ZII7	OBSOLETE
A0A2K2RXC5	OBSOLETE
A9MF80	A9MF80_SALAR
A0A2A6JL66	A0A2A6JL66_9RHIZ
B1NGR9	B1NGR9_9MONI
A0A1F8J176	A0A1F8J176_9BACT
R4I5G2	R4I5G2_9BRYO
A1E8Z7	A1E8Z7_CHLSO
A0A1V2SEV9	A0A1V2SEV9_9BACI
B1NGL6	B1NGL6_9MONI
A0A161PMG0	A0A161PMG0_MARGR
A0A0A1B2R0	OBSOLETE
A0A2L0KXQ7	OBSOLETE
A0A139BUY4	A0A139BUY4_9PROT
B1NGU4	B1NGU4_9MONI
A0A0C3DIK6	A0A0C3DIK6_9HOMO
A0A2J7M7G3	OBSOLETE
A0A2N0BIK7	A0A2N0BIK7_9LEPT
A0A0F2QI88	A0A0F2QI88_9RHOB
B1NGM3	B1NGM3_9MONI
A0A1I4PQF5	A0A1I4PQF5_9BACI
A0A2M7VB85	A0A2M7VB85_9BACT
D0PPL9	D0PPL9_9SPER
A0A2G3JLC4	A0A2G3JLC4_9BURK
A0A1U9ZAI6	A0A1U9ZAI6_9MONI
A0A0P7JTY2	A0A0P7JTY2_9RHOB
Q3B3Z9	ATPA1_CHLL7
A0A1J4TLN5	A0A1J4TLN5_9PROT
B1NGV5	B1NGV5_9MONI
B0L4J1	B0L4J1_9MAGN
M3HU39	M3HU39_LEPIT
A0A2G6JN49	A0A2G6JN49_9BACT
B1NGU7	B1NGU7_9MONI
E1VC76	E1VC76_HALED
A0A0B2BYS1	A0A0B2BYS1_9SPHN
B1NGT9	B1NGT9_9MONI
A0A291GEX6	A0A291GEX6_9RHOB
A0A2E2KDL6	A0A2E2KDL6_9GAMM
B1NGV3	B1NGV3_9MONI
A0A1I7K719	A0A1I7K719_9BURK
I6YAC8	I6YAC8_MYCWM
A0A2N2HGG1	A0A2N2HGG1_9DELT
A0A1E4LW16	A0A1E4LW16_9BURK
A0A1M3IMC4	A0A1M3IMC4_9BURK
A0A225NMK5	A0A225NMK5_9RHOB
A0A139P4B8	A0A139P4B8_9STRE
A0A1G3IB59	A0A1G3IB59_9PROT
A0A1V5HCB4	A0A1V5HCB4_9DELT
A0A2G2I2Y2	A0A2G2I2Y2_9GAMM
A0A2G6YCQ4	A0A2G6YCQ4_9BURK
B1NGU6	B1NGU6_9MONI
G7J3Z9	G7J3Z9_MEDTR
B1NGT6	B1NGT6_9MONI
B1NGV8	B1NGV8_9MONI
A0A1H9TVS8	A0A1H9TVS8_9GAMM
A0A0N1LHT0	A0A0N1LHT0_9CAUL
B1NGP0	B1NGP0_9MONI
D6MQY3	D6MQY3_9PHAE
A0A258EXV5	A0A258EXV5_9PROT
B1NGV7	B1NGV7_9MONI
R4I5W5	R4I5W5_9BRYO
B1NGU1	B1NGU1_9MONI
A0A0P7Z0Q9	A0A0P7Z0Q9_9GAMM
A0A0W7U3I2	A0A0W7U3I2_9GAMM
B1NGN0	B1NGN0_9MONI
W6MKC9	W6MKC9_9ASCO
B1NGR5	B1NGR5_9MONI
A0A0K0HDX7	A0A0K0HDX7_SALBC
A0A248K7A3	A0A248K7A3_SALBN
S5NIJ6	S5NIJ6_SALBN
A0A0F5JWI7	A0A0F5JWI7_9BURK
A0A161NXN9	A0A161NXN9_MARGR
A0A2H0XCI8	A0A2H0XCI8_9BACT
U2ZFM1	U2ZFM1_9CAUL
B1NGG4	B1NGG4_CYRFA
B1NGN1	B1NGN1_9MONI
A0A1Q4DK59	A0A1Q4DK59_9RHIZ
B1NGQ9	B1NGQ9_POLVU
D6MQY1	D6MQY1_9PHAE
B1NGR6	B1NGR6_9MONI
B1NGN8	B1NGN8_9MONI
A0A0S2SND0	A0A0S2SND0_9GAMM
C1F987	C1F987_ACIC5
B1NGG9	B1NGG9_9MONI
A0A0Q6G1W2	A0A0Q6G1W2_9MICO
H2BPD3	H2BPD3_POLVU
A0A2L0ICI4	A0A2L0ICI4_9GAMM
D9QF34	D9QF34_BRESC
A0A1S0ZXQ5	OBSOLETE
B1NGQ7	B1NGQ7_9MONI
Q09R47	Q09R47_9VIRI
A0A0N1DJ95	A0A0N1DJ95_9RHIZ
B1NGJ9	B1NGJ9_9MONI
B1NGA7	B1NGA7_9MONI
A0A241SAU5	A0A241SAU5_SALER
B1NGQ6	B1NGQ6_9MONI
B1NGQ8	B1NGQ8_9MONI
B1NGB3	B1NGB3_ASPND
A0A0F5B9S8	OBSOLETE
A0A0V2CQD6	A0A0V2CQD6_SALER
B8Y8H7	B8Y8H7_SALER
A0A1X2T8N4	OBSOLETE
A0A2I5HD10	A0A2I5HD10_SALDZ
B1NGL7	B1NGL7_9MONI
B1NGA1	B1NGA1_9MONI
B1NGR1	B1NGR1_9MONI
A0A1W5VP88	A0A1W5VP88_9FABA
A0A258HM19	A0A258HM19_9CAUL
A7TVY1	A7TVY1_9MONI
H2BPA7	H2BPA7_ASPSE
B1NGC3	B1NGC3_9MONI
A0A1G7QWP0	A0A1G7QWP0_9BURK
A0A0N1NI27	A0A0N1NI27_9ACTN
V8TRJ7	V8TRJ7_9CHLA
J6DI12	J6DI12_9RHIZ
K9EVC0	K9EVC0_9CYAN
A0A1F8XLL4	A0A1F8XLL4_9DELT
A0A1X7I6Y4	A0A1X7I6Y4_9BACT
B1NGK0	B1NGK0_9MONI
A0A1F5CVU9	A0A1F5CVU9_9ARCH
B1NGP3	B1NGP3_9MONI
H2BPA8	H2BPA8_9MONI
D4HM07	D4HM07_9PHAE
Q2HF85	Q2HF85_CHAGB
A0A2G6CNS6	A0A2G6CNS6_9PROT
A0A238YZP2	A0A238YZP2_9BACT
A0A0Q7SBW6	A0A0Q7SBW6_9BURK
Q1NCT7	Q1NCT7_SPHSS
B1NGY1	B1NGY1_9MONI
S7J2R2	S7J2R2_CHLPS
T5JYP7	T5JYP7_9CHLA
B1NGM2	B1NGM2_9MONI
A0A2A4XU66	A0A2A4XU66_9RHIZ
A0A2N9LWR0	A0A2N9LWR0_9BACT
B1NGX9	B1NGX9_9MONI
H2BPB3	H2BPB3_9MONI
B1NGM1	B1NGM1_9MONI
B1NGL4	B1NGL4_9MONI
B1NGL5	B1NGL5_POLMU
Q6YNA7	Q6YNA7_9VIRI
V1H5U6	V1H5U6_SALER
A0A143XZC1	A0A143XZC1_9BACT
H2BPC0	H2BPC0_9MONI
B1NGW0	B1NGW0_ATHFF
F8GIF8	F8GIF8_NITSI
B1NGV9	B1NGV9_9MONI
A0A2A4QQ37	A0A2A4QQ37_9PROT
A7TVX7	A7TVX7_9MONI
U3IN95	U3IN95_ANAPL
A0A2N2LKE2	A0A2N2LKE2_9CHLR
H2BPA9	H2BPA9_ATHFF
M6VNJ4	M6VNJ4_LEPIR
T0GPG2	T0GPG2_9LEPT
E1WYQ6	E1WYQ6_HALMS
M6SZI9	M6SZI9_LEPIR
M6Y0H7	M6Y0H7_9LEPT
A0A1W6GPI3	A0A1W6GPI3_9RHIZ
A0A1W6KUR1	A0A1W6KUR1_9RHIZ
A0A2N2I706	A0A2N2I706_9DELT
G3HAE2	G3HAE2_CRIGR
B1NGB8	B1NGB8_9MONI
D4HM08	D4HM08_9PHAE
A0A2A5E616	A0A2A5E616_9BACT
A0A159ZZD8	A0A159ZZD8_PSEFL
A0A192VYT9	A0A192VYT9_9RHIZ
A0A192WIM0	A0A192WIM0_9RHIZ
A0A235AKU4	A0A235AKU4_9RHIZ
B1NGG7	B1NGG7_9MONI
B1NGG5	B1NGG5_DRYCA
B1NGH2	B1NGH2_9MONI
A0A1G7IC75	A0A1G7IC75_9ACTN
H2BPB5	H2BPB5_CYSFR
B1NGU9	B1NGU9_9MONI
I1T1C2	I1T1C2_9PHAE
A7TVW9	A7TVW9_9MONI
A0A1H3AKG3	A0A1H3AKG3_9RHOB
M6UBS9	M6UBS9_9LEPT
A0A1T5LEM4	A0A1T5LEM4_9CLOT
V6H2R6	V6H2R6_9LEPT
U7D9T2	U7D9T2_9BACT
A0A1C7IH25	A0A1C7IH25_9FIRM
A0A061QDL5	A0A061QDL5_9PROT
A0A291CGR7	A0A291CGR7_BURTH
B1NGH0	B1NGH0_9MONI
A0A2N2KRV0	A0A2N2KRV0_9BACT
A0A2E4LPA5	A0A2E4LPA5_9DELT
H2BPB9	H2BPB9_DRYFM
B1NGG8	B1NGG8_DRYFM
N1ZIW7	N1ZIW7_9CLOT
A0A2A6HDV7	A0A2A6HDV7_9RHIZ
A0A2D0AAI2	A0A2D0AAI2_9RHIZ
A0A2N2VQR6	A0A2N2VQR6_9PROT
A0A1I2MWE6	A0A1I2MWE6_9FIRM
A0A2N6GHF6	A0A2N6GHF6_9GAMM
A0A2D4QJ28	A0A2D4QJ28_9BACT
A0A0L0J2R1	A0A0L0J2R1_9RHOB
A0A1Q4BR23	A0A1Q4BR23_9RHIZ
B1NGR4	B1NGR4_9MONI
A0A0S2E1Q6	A0A0S2E1Q6_9GAMM
A0A060IEY8	A0A060IEY8_9PHAE
A0A0D5L2S8	A0A0D5L2S8_9BURK
B1NGK9	B1NGK9_9MONI
A0A1V5DT70	A0A1V5DT70_9DELT
B1T6S6	B1T6S6_9BURK
N1UI26	N1UI26_LEPIR
A0A1F4NDY8	A0A1F4NDY8_9BURK
B1NGW4	B1NGW4_9MONI
B1NGR2	B1NGR2_9MONI
H2BPB4	H2BPB4_9MONI
B1NGR3	B1NGR3_9MONI
F8KX49	F8KX49_PARAV
A0A1G7P1R3	A0A1G7P1R3_CELCE
A0A1Q3R6X3	A0A1Q3R6X3_9BURK
A0A2G6FFG3	A0A2G6FFG3_9DELT
A0A081KF07	A0A081KF07_9GAMM
A0A2E7QHD8	A0A2E7QHD8_9PROT
A0A1H4N3S9	A0A1H4N3S9_9ACTN
B1NGL2	B1NGL2_9MONI
A0A072BUQ5	A0A072BUQ5_RHILP
A0A0M6YYI4	A0A0M6YYI4_9RHOB
C6CGS5	C6CGS5_DICC1
A1E904	A1E904_9CHLO
A7TVX4	A7TVX4_9MONI
A0A173UD70	A0A173UD70_9FIRM
A3J9N8	A3J9N8_9ALTE
B1NGL8	B1NGL8_9MONI
A0A0P6WSL5	A0A0P6WSL5_PSEVI
A0A0P9YYE2	A0A0P9YYE2_PSESI
I6LCZ4	I6LCZ4_PSEVI
A0A1G9ZP39	A0A1G9ZP39_9ACTN
A0A0W0MI94	A0A0W0MI94_PSEMA
N1WFL4	N1WFL4_9LEPT
R4I6I7	R4I6I7_TETMN
A0A2N2AVW7	A0A2N2AVW7_9FIRM
A0A1F4MPZ5	A0A1F4MPZ5_9BURK
A0A1Y6JLH6	A0A1Y6JLH6_PSEVI
A0A0C1ECC3	A0A0C1ECC3_9BACT
A0A0M1JAT4	A0A0M1JAT4_9GAMM
A0A2E2ADR9	A0A2E2ADR9_9BACT
A0A0U3PY46	A0A0U3PY46_9ACTN
A0A1H0BDG7	A0A1H0BDG7_9ACTN
A0A218M007	A0A218M007_TRITU
A0A098SAW4	A0A098SAW4_9BACT
D4HM34	D4HM34_9PHAE
A0A143XRV8	A0A143XRV8_9FIRM
H2BPC9	H2BPC9_9MONI
A0A174D2A6	A0A174D2A6_9FIRM
H5WTT5	H5WTT5_9BURK
T1BDS8	T1BDS8_9ZZZZ
B1NGL9	B1NGL9_9MONI
